episode,phase,arm,sigma,direct,A,load,load_frac,sat,clipped,x_std,q_cmd_abs,q_exec_abs,fit_gain,cond_psi,beta_cos,beta_relerr,pred_err,updates,skipped,bounded,diverged,conf,trust_pol,trust_app,corr_frac,explained,corr_dark,resid_after,reward,v_out,cr,q_loss,destroy,steps
41,train,pact,3.0,0,0.10942615455924436,0.030122534426360387,0.037653165974185554,0.015341701991388488,0.0,0.017350244522874075,0.841332660559331,0.8525258497214218,0.16808869789459716,1217.6935769563938,0.2649098331864658,1.305872517150815,0.04068169579475876,9877.0,0.0,2456.0,0.0,0.9910149055544801,0.9000000000000004,0.8919133952970784,0.35522226794283085,0.3837800145101815,0.030326195171652123,0.03953808380235337,-0.10733689162819644,0.10549004691264108,0.4560669456066946,0.8525258473902708,0.0,239
42,train,pact,3.0,0,0.42329975400295616,0.09838030728014434,0.1229753775893552,0.07810320982623799,0.0027894003620706344,0.01659962526916148,0.8191018392600774,0.8301875237141693,0.6738136854630634,1256.8110032340971,0.5124813113751272,4.278868811898651,0.05828823948914193,10115.0,0.0,2456.0,0.0,0.9916295616197786,0.9000000000000004,0.8924665870028061,0.8818309169867288,0.5254322274120393,0.03399827393499037,0.05814301732744414,-0.10816089658631922,0.14821858754913148,0.3138075313807531,0.8301875231021195,0.0,239
43,train,pact,3.0,0,0.1712039733909204,0.04109561624418005,0.05136951702312126,0.022315202771869165,0.006276150814658927,0.01597960179995075,0.8022649825616861,0.8074604872629733,0.41918893414062436,1241.6117374946882,0.3325118872602022,3.912098509996007,0.0417777133051493,10353.0,0.0,2456.0,0.0,0.9910694383178296,0.9000000000000004,0.8919624771034368,0.6365207335536535,0.2434357428810453,0.01643595927002967,0.040014014184322974,-0.11017974283287943,0.18448079117535182,0.28870292887029286,0.807460487372002,0.0,239
44,train,pact,3.0,0,0.4085878752840285,0.09058901695366844,0.1132362645561953,0.06973500874002608,0.004184100543105951,0.01611354846310525,0.8071134378471135,0.8018588359510549,0.4655192564222104,1065.4064382130132,0.40153744030294736,2.7545813122553806,0.04180159819672599,10591.0,0.0,2456.0,0.0,0.9913172517361502,0.9000000000000004,0.8921855052145954,0.4989227451211881,0.5450103277927895,0.001602062033224427,0.04623163574990533,-0.10350490001189,0.13198934956257133,0.3723849372384937,0.8018588371327823,0.0,239
45,train,pact,3.0,0,0.051011509713621825,0.014256666012465852,0.017820832025292367,0.0,0.0006973500905176586,0.016481015051882635,0.8175097040551477,0.8294452981220628,0.5138809458980002,1119.6097672594142,0.5220232547327066,8.220169470898776,0.035398249632521105,10829.0,0.0,2456.0,0.0,0.9911931319216803,0.9000000000000004,0.892073795386438,2.2132261416324317,-0.4754712851743954,0.017349452764916597,0.030193936697862044,-0.10675185709352078,0.12526943070876126,0.4100418410041841,0.8294452997383189,0.0,239
46,train,pact,3.0,0,0.15576158431569304,0.03917905624196514,0.048973817603471914,0.02022315250031619,0.005578800724141269,0.01650303158281706,0.8395269057990118,0.8469824910662663,0.35606286029436596,1273.1824915419063,0.7002735264194062,2.8864708477981917,0.040429212771079436,11067.0,0.0,2456.0,0.0,0.9912685682085268,0.9000000000000004,0.8921416888177145,0.644846868053842,0.23489050876263418,0.015623215432897523,0.038487551470820995,-0.1096080984388519,0.13794852288576137,0.4100418410041841,0.8469824943259491,0.0,239
47,train,pact,3.0,0,0.5018883339752502,0.12237015447149951,0.15296268273002425,0.09832636245125008,0.00488145063362361,0.016393537260494567,0.8302452854780972,0.8361156758653568,0.6066044706181003,1165.2824926655662,0.4963917312637034,2.3896767397305956,0.06622657117703695,11305.0,0.0,2456.0,0.0,0.9914181771138721,0.9000000000000004,0.8922763307224257,0.7682317489146697,0.4755969228372293,0.04886921774595976,0.06712409127459795,-0.10935263842261542,0.14517560542665145,0.37656903765690375,0.836115674893338,0.0,239
48,train,pact,3.0,0,0.11952208523755692,0.03184681596310793,0.0398085185575023,0.013249651719835514,0.0020920502715529757,0.016991961062554597,0.8359284202049966,0.8413648189485822,0.5206717711612271,1304.446106723163,0.47571079713530123,5.304886448832237,0.03311535782082334,11543.0,0.0,2456.0,0.0,0.9914039131487763,0.9000000000000004,0.8922635017578572,0.8767421022643269,0.33941902470779306,0.016893489976806165,0.031467787227807686,-0.10934338084787615,0.1313553949537213,0.3263598326359833,0.8413648160666544,0.0,239
49,train,pact,3.0,0,0.06536319171795504,0.016829505216367554,0.021036879713822423,0.0006973500905176586,0.0,0.016587997288647727,0.8378239635643101,0.8341036699556407,0.4700295446308088,1155.7516395217704,0.49317667153215805,5.230851944769776,0.013091626132850118,11781.0,0.0,2456.0,0.0,0.9910348197406306,0.9000000000000004,0.891931314099284,0.23221390704319247,0.25502371929931,0.0006930223943319952,0.013483563446521147,-0.10403567080724688,0.10510967414733106,0.4686192468619247,0.834103671552134,0.0,239
50,train,pact,3.0,0,0.2698529906927464,0.05904073987901284,0.07380092059469781,0.04393305551556863,0.0020920502715529757,0.01637117163313233,0.7943115263055059,0.7960666177412457,0.2436275144875299,1313.4427122491174,0.6348465274762222,0.9113063939445687,0.04541586067285934,12019.0,0.0,2456.0,0.0,0.9908338902385664,0.9000000000000004,0.8917504790936553,0.39391179735167087,0.4256279011909917,0.02140676088469184,0.046662284726195165,-0.10000146559784098,0.10498288322556106,0.41841004184100417,0.7960666235472514,0.0,239
